"rumah_sakit","specialty","golongan","service_code","nama_layanan"
"Mitra Keluarga Bekasi Timur","BEDAH VASKULER","KHUSUS 1","BDVD000110","Eksplorasi dan atau Rekonstruksi Vaskuler Kompleks"
"Mitra Keluarga Bekasi Timur","BEDAH VASKULER","KHUSUS 1","BDVD000113","Endoablation Vena Saphena Magna Sederhana (1 Tungkai) (EVLT/ RFA/ Venase)"
"Mitra Keluarga Bekasi Timur","BEDAH VASKULER","KHUSUS 1","BDVD000119","Direct Puncture Embolo Sclerotherapy"
"Mitra Keluarga Bekasi Timur","BEDAH VASKULER","KHUSUS 1","BDVD000125","Embolisasi Sederhana"
"Mitra Keluarga Bekasi Timur","BEDAH VASKULER","KHUSUS 2","BDVD000024","Eksplorasi dan Rekonstruksi Aorta Kasus Trauma"
"Mitra Keluarga Bekasi Timur","BEDAH VASKULER","KHUSUS 2","BDVD000025","Eksplorasi dan Rekonstruksi Aorta Kasus Trauma dengan Graft Sintetis"
"Mitra Keluarga Bekasi Timur","BEDAH VASKULER","KHUSUS 2","BDVD000026","Eksplorasi dan Rekonstruksi Vena Cava dengan Graft Sintetis"
"Mitra Keluarga Bekasi Timur","BEDAH VASKULER","KHUSUS 2","BDVD000027","Eksplorasi dan Rekonstruksi Vena Cava dengan Autograft"
"Mitra Keluarga Bekasi Timur","BEDAH VASKULER","KHUSUS 2","BDVD000028","Eksplorasi dan Rekonstruksi Vena Iliaka dengan Autograft"
"Mitra Keluarga Bekasi Timur","BEDAH VASKULER","KHUSUS 2","BDVD000029","Eksplorasi dan Rekonstruksi Vena Iliaka dengan Graft Sintetis"
"Mitra Keluarga Bekasi Timur","BEDAH VASKULER","KHUSUS 2","BDVD000040","Karotis Endarterektomi (CEA, EEA)"
"Mitra Keluarga Bekasi Timur","BEDAH VASKULER","KHUSUS 2","BDVD000041","Karotis Endarterektomi (CEA, EEA) dengan Graft"
"Mitra Keluarga Bekasi Timur","BEDAH VASKULER","KHUSUS 2","BDVD000049","Rekonstruksi Aneurisma Aorta Abdominalis dan Arteri Iliaka per Laparotomi"
"Mitra Keluarga Bekasi Timur","BEDAH VASKULER","KHUSUS 2","BDVD000050","Rekonstruksi Aneurisma Aorta Abdominalis per Laparotomi"
"Mitra Keluarga Bekasi Timur","BEDAH VASKULER","KHUSUS 2","BDVD000051","Rekonstruksi Aorta Abdominalis per Laparotomi"
"Mitra Keluarga Bekasi Timur","BEDAH VASKULER","KHUSUS 2","BDVD000052","Rekonstruksi Aortoiliak/ Bifemoral pada Kasus Leriche'S Syndrome"
"Mitra Keluarga Bekasi Timur","BEDAH VASKULER","KHUSUS 2","BDVD000053","Rekonstruksi Karotid Body Tumor"
"Mitra Keluarga Bekasi Timur","BEDAH VASKULER","KHUSUS 2","BDVD000054","Rekonstruksi Kerusakan Katup Vena dalam Tungkai"
"Mitra Keluarga Bekasi Timur","BEDAH VASKULER","KHUSUS 2","BDVD000055","Rekonstruksi Kompleks Arteri Ekstremitas pada CLI dengan Graft Autolog"
"Mitra Keluarga Bekasi Timur","BEDAH VASKULER","KHUSUS 2","BDVD000056","Rekonstruksi Kompleks Arteri Ekstremitas pada CLI dengan Graft Sintetis"
"Mitra Keluarga Bekasi Timur","BEDAH VASKULER","KHUSUS 2","BDVD000062","Rekonstruksi Vaskular Arteri Inominata atau Subklavia dengan Graft Sintesis"
"Mitra Keluarga Bekasi Timur","BEDAH VASKULER","KHUSUS 2","BDVD000065","Rekonstruksi Vena pada Kasus - Kasus DVT Kronik"
"Mitra Keluarga Bekasi Timur","BEDAH VASKULER","KHUSUS 2","BDVD000066","Release Thoracic Outlet Syndrome"
"Mitra Keluarga Bekasi Timur","BEDAH VASKULER","KHUSUS 2","BDVD000068","Simpatektomi per Laparoskopi/ Thoracoskopi"
"Mitra Keluarga Bekasi Timur","BEDAH VASKULER","KHUSUS 2","BDVD000076","Splenektomi dan Ligasi VV Coronaria Serta Splenorenal Shunt dengan Graft"
"Mitra Keluarga Bekasi Timur","BEDAH VASKULER","KHUSUS 2","BDVD000077","Splenektomi dan Ligasi VV Coronaria Serta Splenorenal Shunt pada Hipertensi Portal"
"Mitra Keluarga Bekasi Timur","BEDAH VASKULER","KHUSUS 2","BDVD000079","Splenorenal Shunt pada Hipertensi Portal"
"Mitra Keluarga Bekasi Timur","BEDAH VASKULER","KHUSUS 2","BDVD000080","Splenorenal Shunt Warren pada Hipertensi Portal dengan Graft Sintesis"
"Mitra Keluarga Bekasi Timur","BEDAH VASKULER","KHUSUS 2","BDVD000082","Stripping Varises 2 Tungkai Sederhana"
"Mitra Keluarga Bekasi Timur","BEDAH VASKULER","KHUSUS 2","BDVD000094","Open Konversi Evar"
"Mitra Keluarga Bekasi Timur","BEDAH VASKULER","KHUSUS 2","BDVD000100","Trombektomi 2 Ekstremitas dengan Angiojet"
"Mitra Keluarga Bekasi Timur","BEDAH VASKULER","KHUSUS 2","BDVD000114","Endoablation Vena Kompleks (EVLT/ RFA/ Venoseal/ Clarivein)"
"Mitra Keluarga Bekasi Timur","BEDAH VASKULER","KHUSUS 2","BDVD000120","Debridement dan Tutup Defek Kompleks"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","KECIL","BDAD010001","Drainase Abses Kecil"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","KECIL","BDAD010002","Eksisi Tumor Jinak Kecil"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","KECIL","BDAD010004","Eksisi Veruca"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","KECIL","BDAD010005","Ekstraksi Kuku"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","KECIL","BDAD010007","Pungsi Pleura - Torakosentesis"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","KECIL","BDAD010008","Roserplasty"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","KECIL","BDAD010009","Cirscumsisi/ Dorsumsisi"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","KECIL","BDAD010010","Dilatasi/ Buginasi"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","KECIL","BDAD010012","Meatotomi Uretha"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","KECIL","BDAD010013","Ekstirpasi Kista Ateroma Tunggal"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","KECIL","BDAD010157","Biopsi Rectum ""Full Thickness"""
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","KECIL","BDAD010177","Insisi Tongue Tie"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","KECIL","BDAD010195","Release Sinekhia Vulva"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","KECIL","BDAD010210","Anuskopi"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","KECIL","BDAD010226","Frenektomi"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","KECIL","BDAD010234","Injeksi Intralesi Malformasi Limfatik Vaskuler"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","KECIL","BDAD010237","Rectosigmoidoskopi"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","KECIL","BDAD010274","Peripherally Inserted Central Catheter (PICC)"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","SEDANG 1","BDAD010003","Eksisi Tumor Jinak Rongga Mulut"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","SEDANG 1","BDAD010006","Pasang Thorax Drain/ WSD 1 Sisi"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","SEDANG 1","BDAD010011","Eksisi Burcitis"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","SEDANG 1","BDAD010014","Anal Fistulektomi"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","SEDANG 1","BDAD010015","Appendektomi"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","SEDANG 1","BDAD010017","Biopsi KGB"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","SEDANG 1","BDAD010019","Drainase Abses Besar"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","SEDANG 1","BDAD010022","Eksisi Ganglion"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","SEDANG 1","BDAD010024","Eksisi Hemangioma"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","SEDANG 1","BDAD010025","Eksisi Limfangioma"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","SEDANG 1","BDAD010027","Eksisi Tumor Jinak Sedang"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","SEDANG 1","BDAD010028","Eksisi Tumor Jinak Multiple Kecil"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","SEDANG 1","BDAD010029","Eksplorasi Dan Ekstraksi Corpus Alienum"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","SEDANG 1","BDAD010031","Hidrokelektomi per skrotal"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","SEDANG 1","BDAD010033","Ligasi Tinggi"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","SEDANG 1","BDAD010037","Skin Graft Kecil"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","SEDANG 1","BDAD010040","Vena Seksi"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","SEDANG 1","BDAD010042","Cytostomi"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","SEDANG 1","BDAD010044","Polydactily"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","SEDANG 1","BDAD010051","Eksisi Keloid"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","SEDANG 1","BDAD010059","Eksisi Kista Duktus Tiroglossus"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","SEDANG 1","BDAD010161","Eksisi Baker Cyst"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","SEDANG 1","BDAD010162","Eksisi Granuloma Umbilical"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","SEDANG 1","BDAD010167","Eksisi KGB"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","SEDANG 1","BDAD010169","Eksisi Kista Brachial"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","SEDANG 1","BDAD010183","Marsupialisasi"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","SEDANG 1","BDAD010190","Polipektomi"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","SEDANG 1","BDAD010204","Reseksi Urachus"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","SEDANG 1","BDAD010211","Eksisi Clavus Kecil/ Tunggal"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","SEDANG 1","BDAD010238","Biopsi Rektum Whole Layer"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","SEDANG 1","BDAD010239","Koreksi Syndactily Single"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","SEDANG 1","BDAD010289","Revisi Stoma/ Anastomose Usus"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","BESAR 1","BDAD010016","Biopsi Eksisi"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","BESAR 1","BDAD010056","Anal Fistulektomi Multiple"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","BESAR 1","BDAD010058","Eksisi FAM multiple"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","BESAR 1","BDAD010064","Laparoskopi Appendektomi"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","BESAR 1","BDAD010065","Laparoskopi Diagnostik"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","BESAR 1","BDAD010066","Laparotomi Appendektomi"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","BESAR 1","BDAD010072","Repair Hernia Inguinal 1 Sisi"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","BESAR 1","BDAD010073","Repair Hernia Umbilikalis"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","BESAR 1","BDAD010074","Skin Graft Luas"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","BESAR 1","BDAD010079","CAPD"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","BESAR 1","BDAD010086","Hemiglossektomi"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","BESAR 1","BDAD010109","Parotidektomi superfisial"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","BESAR 1","BDAD010163","Eksisi Hemangioma Multiple/ Besar"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","BESAR 1","BDAD010168","Eksisi Kelenjar Liur Submandibula"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","BESAR 1","BDAD010174","Herniotomi"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","BESAR 1","BDAD010176","Ileostomi"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","BESAR 1","BDAD010186","Orchidektomi"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","BESAR 1","BDAD010188","Pemasangan Percutaneous Endoscopic Gastrostomi"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","BESAR 1","BDAD010203","Reseksi Sigmoid"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","BESAR 1","BDAD010215","Repair Buried Penis"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","BESAR 1","BDAD010227","Evakuasi Fecaloma dengan General Anastesi"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","BESAR 1","BDAD010240","Hidrocelectomi Bilateral"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","BESAR 1","BDAD010241","Koreksi Syndactily Multiple"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","BESAR 1","BDAD010284","Debridement Luka Sedang"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","BESAR 1","BDAD010287","Marsupialisasi Besar"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","BESAR 1","BDAD010290","Scrotoplasty"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","BESAR 2","BDAD010030","Eksplorasi Luka"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","BESAR 2","BDAD010035","Pasang Thoraks Drain/ WSD 2 sisi"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","BESAR 2","BDAD010036","Repair Hernia Inguinal 1 sisi + Ligasi Tinggi"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","BESAR 2","BDAD010043","Cytoscopi"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","BESAR 2","BDAD010045","Sectio Alta"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","BESAR 2","BDAD010046","Orchidopexy"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","BESAR 2","BDAD010057","Debridement + Nekrotomi"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","BESAR 2","BDAD010060","Eksisi Tumor Jinak Multipel Sedang"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","BESAR 2","BDAD010067","Laparotomi Eksplorasi"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","BESAR 2","BDAD010078","Pyloroplasty"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","BESAR 2","BDAD010080","Stripping Varises"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","BESAR 2","BDAD010091","Laparoskopi Eksplorasi + Adhesiolisis"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","BESAR 2","BDAD010093","Laparoskopi Inguinal Hernia Repair 1 sisi"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","BESAR 2","BDAD010094","Laparoskopi Ventral Hernia Repair"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","BESAR 2","BDAD010095","Laparotomi Eksplorasi + Adhesiolisis"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","BESAR 2","BDAD010096","Laparotomi Eksplorasi + Ileostomi"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","BESAR 2","BDAD010099","Laparotomi Eksplorasi + Repair Ruptur Hepar"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","BESAR 2","BDAD010100","Laparotomi Eksplorasi + Reposisi Invaginasi"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","BESAR 2","BDAD010102","Laparotomi Eksplorasi + Splenoraphy"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","BESAR 2","BDAD010103","Laparotomi Kolesistektomi"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","BESAR 2","BDAD010110","Reduksi Invaginasi"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","BESAR 2","BDAD010134","Laparotomi Eksplorasi + Hemikolektomi Dextra"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","BESAR 2","BDAD010135","Laparotomi Eksplorasi + Hemikolektomi Sinistra"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","BESAR 2","BDAD010136","Laparotomi Eksplorasi + Re-Anastomosis Sigmoid"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","BESAR 2","BDAD010137","Laparotomi Eksplorasi + Reseksi Anastomosis Usus"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","BESAR 2","BDAD010139","Low Anterior Resection"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","BESAR 2","BDAD010142","Parotidektomi total"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","BESAR 2","BDAD010158","Chordektomi"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","BESAR 2","BDAD010166","Eksisi Higroma Colli/ Axilla"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","BESAR 2","BDAD010175","Herniotomi pada Hernia Strangulata"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","BESAR 2","BDAD010178","Kolostomi Anak"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","BESAR 2","BDAD010179","Kolostomi Neonatus"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","BESAR 2","BDAD010194","Tiersch Prosedur"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","BESAR 2","BDAD010208","Ureteroplasty"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","BESAR 2","BDAD010222","Urethrocystoscopy"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","BESAR 2","BDAD010242","Laparoskopi Appendiktomi Dengan Penyulit"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","BESAR 2","BDAD010243","Laparoskopi Kolesistektomi"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","BESAR 2","BDAD010244","Orchidopexy Bilateral"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","BESAR 2","BDAD010245","Piloromiotomi Hps"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","BESAR 2","BDAD010246","Sphincterotomi Internal"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","BESAR 2","BDAD010247","Tutup Kolostomi / Ileostomi"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","BESAR 2","BDAD010282","Biopsi Eksisi Besar"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","BESAR 2","BDAD010285","Debridement Luka Besar"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","BESAR 2","BDAD010291","Repair Hernia Inguinalis Bilateral"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","KHUSUS 1","BDAD010053","Repair VL Kompleks Mukosa Bibir/ Rongga Mulut"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","KHUSUS 1","BDAD010063","Labioplasty"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","KHUSUS 1","BDAD010089","Eksisi Tumor Jinak Multiple Besar"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","KHUSUS 1","BDAD010097","Laparotomi Eksplorasi + Kolostomi"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","KHUSUS 1","BDAD010098","Laparotomi Eksplorasi + Repair Perforasi Usus"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","KHUSUS 1","BDAD010108","Pankreatektomi Parsial"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","KHUSUS 1","BDAD010115","Laparotomi + Repair Hernia Diafragmatika"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","KHUSUS 1","BDAD010119","Diseksi KGB Axilla"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","KHUSUS 1","BDAD010120","Diseksi KGB Inguinal"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","KHUSUS 1","BDAD010122","DuodenoDuodenostomi"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","KHUSUS 1","BDAD010123","DuodenoJejunostomi"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","KHUSUS 1","BDAD010124","Fundoplication"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","KHUSUS 1","BDAD010128","Hepatik Portoenterostomi (Kasai)"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","KHUSUS 1","BDAD010130","Laparoskopi Inguinal Hernia Repair 2 Sisi"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","KHUSUS 1","BDAD010131","Laparoskopi kolesistektomi dengan Penyulit"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","KHUSUS 1","BDAD010132","Laparotomi Eksplorasi + Adhesiolisis + Ileostomi"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","KHUSUS 1","BDAD010133","Laparotomi Eksplorasi + Adhesiolisis + Kolostomi"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","KHUSUS 1","BDAD010138","Laparotomi Kolesistektomi + Eksplorasi CBD + T Tube"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","KHUSUS 1","BDAD010140","Miles procedure"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","KHUSUS 1","BDAD010153","Laparoskopi Kolesistektomi + Eksplorasi CBD"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","KHUSUS 1","BDAD010154","Laparoskopi Kolorektal"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","KHUSUS 1","BDAD010165","Eksisi Higroma Colli/ Limfangioma Simple"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","KHUSUS 1","BDAD010170","Eksisi Kista Saluran Empedu"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","KHUSUS 1","BDAD010171","Eksisi Kista Urachus"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","KHUSUS 1","BDAD010185","Nefrektomi Partial"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","KHUSUS 1","BDAD010199","Repair Fistel Rectovaginal"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","KHUSUS 1","BDAD010248","Eksisi Tumor Intraabdominal Retroperitoneal"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","KHUSUS 1","BDAD010249","Laparoskopi Udt Unilateral"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","KHUSUS 1","BDAD010250","Repair Ani / Anuplasty"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","KHUSUS 1","BDAD010292","Sistrunk Procedure"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","KHUSUS 1","BDAD010293","Eksisi Divertikel Meckel/ Jejenum/ Ileum"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","KHUSUS 2","BDAD010062","Kolesistostomi"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","KHUSUS 2","BDAD010090","Isthmo - Lobektomi Tiroid"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","KHUSUS 2","BDAD010092","Laparoskopi Eksplorasi + Drainase"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","KHUSUS 2","BDAD010101","Laparotomi Eksplorasi + Splenektomi"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","KHUSUS 2","BDAD010104","Lumpektomi"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","KHUSUS 2","BDAD010111","Repair Hernia + Re - Anastomosis Usus"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","KHUSUS 2","BDAD010112","Repair Hernia + Reseksi Omentum"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","KHUSUS 2","BDAD010113","Tiroidektomi Total"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","KHUSUS 2","BDAD010121","Duhamel Pull - Through"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","KHUSUS 2","BDAD010125","Gastrektomi Parsial (Billroth I)"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","KHUSUS 2","BDAD010126","Gastrektomi Parsial (Billroth II)"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","KHUSUS 2","BDAD010127","Hartman procedure"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","KHUSUS 2","BDAD010129","Kolektomi total + Anastomosis Ileoanal"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","KHUSUS 2","BDAD010143","Pintasan Biliodigestif"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","KHUSUS 2","BDAD010144","Reseksi Hepar"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","KHUSUS 2","BDAD010146","Transeksi/ Reseksi Esofagus"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","KHUSUS 2","BDAD010147","Whipple Procedure"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","KHUSUS 2","BDAD010148","Torakotomi Darurat"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","KHUSUS 2","BDAD010149","Torakoskopi + Dekortikasi"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","KHUSUS 2","BDAD010159","Cystojejenostomi"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","KHUSUS 2","BDAD010160","Debulking"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","KHUSUS 2","BDAD010172","Eksisi Neuroblastoma"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","KHUSUS 2","BDAD010173","Eksisi Teratoma"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","KHUSUS 2","BDAD010180","LADD Procedure"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","KHUSUS 2","BDAD010189","Plikasi Diafragma"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","KHUSUS 2","BDAD010191","Posterosagital Anorectoplasty (PSARP)"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","KHUSUS 2","BDAD010192","Posterosagital Anorectovaginourethroplaasty (PSARRVUP)"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","KHUSUS 2","BDAD010196","Repair Bladder Extrophy"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","KHUSUS 2","BDAD010197","Repair Cloacal Extrophy"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","KHUSUS 2","BDAD010200","Repair Ruptura Perineum Lama"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","KHUSUS 2","BDAD010201","Repair Vesika Urinaria"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","KHUSUS 2","BDAD010202","Reseksi Gaster"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","KHUSUS 2","BDAD010205","Salphingo Oophorectomi Bilateral"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","KHUSUS 2","BDAD010206","Skleroterapi"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","KHUSUS 2","BDAD010207","Uretero Neosistostomi"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","KHUSUS 2","BDAD010216","Repair Omfalocele"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","KHUSUS 2","BDAD010220","Laparotomi Repair Atresia Esofagus"
"Mitra Keluarga Bekasi Timur","BEDAH ANAK","KHUSUS 2","BDAD010221","Laparoskopi Repair Atresia Esofagus"
