"rumah_sakit","specialty","golongan","service_code","nama_layanan"
"Mitra Keluarga Bekasi Timur","BEDAH ONKOLOGI","KHUSUS 1","BOND000061","Rekonstruksi Implant Payudara pada Kasus Kanker"
"Mitra Keluarga Bekasi Timur","BEDAH ONKOLOGI","KHUSUS 1","BOND000062","Nipple Sparing Mastektomi"
"Mitra Keluarga Bekasi Timur","BEDAH ONKOLOGI","KHUSUS 1","BOND000077","BCT + Sentinel"
"Mitra Keluarga Bekasi Timur","BEDAH ONKOLOGI","KHUSUS 1","BOND000078","Tiroidektomi Total dengan Penyulit"
"Mitra Keluarga Bekasi Timur","BEDAH ONKOLOGI","KHUSUS 1","BOND000092","Total Glosektomi"
"Mitra Keluarga Bekasi Timur","BEDAH ONKOLOGI","KHUSUS 1","BOND000093","Omental Transposition Flap Reconstruction"
"Mitra Keluarga Bekasi Timur","BEDAH ONKOLOGI","KHUSUS 1","BOND000105","Diseksi Leher Fungsional"
"Mitra Keluarga Bekasi Timur","BEDAH ONKOLOGI","KHUSUS 1","BOND000107","Tiroidektomi Total + VC"
"Mitra Keluarga Bekasi Timur","BEDAH ONKOLOGI","KHUSUS 1","BOND000119","Wide Eksisi + Tumor Luas di Wajah dengan Rekonstruksi Flap Lokal"
"Mitra Keluarga Bekasi Timur","BEDAH ONKOLOGI","KHUSUS 1","BOND000124","Radio Ablasi Terapeutic Ablasi Kedua Lobus"
"Mitra Keluarga Bekasi Timur","BEDAH ONKOLOGI","KHUSUS 2","BOND000045","Rekonstruksi Plate dan Screw Mandibula"
"Mitra Keluarga Bekasi Timur","BEDAH ONKOLOGI","KHUSUS 2","BOND000059","TRAM Flap/ LD Flap"
"Mitra Keluarga Bekasi Timur","BEDAH ONKOLOGI","KHUSUS 2","BOND000063","Amputasi Forequarter"
"Mitra Keluarga Bekasi Timur","BEDAH ONKOLOGI","KHUSUS 2","BOND000064","Butotektomi (Buttockectomy)"
"Mitra Keluarga Bekasi Timur","BEDAH ONKOLOGI","KHUSUS 2","BOND000065","Rekonstruksi dengan Microsurgery (Team)"
"Mitra Keluarga Bekasi Timur","BEDAH ONKOLOGI","KHUSUS 2","BOND000066","Rekonstruksi Limb Vein Anastomosis (LVA) pada Limfedema (Team)"
"Mitra Keluarga Bekasi Timur","BEDAH ONKOLOGI","KHUSUS 2","BOND000067","Hemipelvektomi"
"Mitra Keluarga Bekasi Timur","BEDAH ONKOLOGI","KHUSUS 2","BOND000068","Tiroidektomi Endoskopi Via Vestibular (Team)"
"Mitra Keluarga Bekasi Timur","BEDAH ONKOLOGI","KHUSUS 2","BOND000076","Reseksi Mandibula + Rekontruksi Plate + Screw Mandibula"
"Mitra Keluarga Bekasi Timur","BEDAH ONKOLOGI","KHUSUS 2","BOND000102","Operasi Commanda (Hemiglosektomi + Hemimandibulektomi Radikal Neck Diseksi)"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","KECIL","BPLD010022","Eksisi Tumor Kecil"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","KECIL","BPLD010031","Hecting Kecil"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","KECIL","BPLD010037","Insisi Abses Kecil"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","KECIL","BPLD010038","Insisi Abses Besar"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","KECIL","BPLD010040","Nailplasty"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","KECIL","BPLD010063","Secondary Hecting Kecil"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","KECIL","BPLD010070","Eksisi Tumor 1-2 cm"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","KECIL","BPLD010074","Aff Arch Bar"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","KECIL","BPLD010081","Insisi Abses + Kuretase + Drainase"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","KECIL","BPLD010110","Hecting Luka < 2 cm"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","KECIL","BPLD010133","Sirkumsisi"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","SEDANG 1","BPLD010005","Debridement + Nekrotomi Kecil"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","SEDANG 1","BPLD010012","Eksisi Fistel Preaurikuler"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","SEDANG 1","BPLD010017","Eksisi Keloid/ Hipertrofik Scar"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","SEDANG 1","BPLD010020","Eksisi Polydactyli"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","SEDANG 1","BPLD010021","Eksisi Tragus Asesorius"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","SEDANG 1","BPLD010023","Eksisi Tumor Kecil + Flap"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","SEDANG 1","BPLD010024","Eksisi Tumor Sedang"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","SEDANG 1","BPLD010027","Ekstirpasi Mucocele"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","SEDANG 1","BPLD010030","Ganti Verban Besar"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","SEDANG 1","BPLD010032","Hecting Sedang"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","SEDANG 1","BPLD010055","Penutupan Piercing/ Tindik"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","SEDANG 1","BPLD010061","Revisi Stump Amputasi"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","SEDANG 1","BPLD010064","Secondary Hecting Sedang"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","SEDANG 1","BPLD010072","Buka Tampon dan Rawat Luka"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","SEDANG 1","BPLD010078","Eksisi Tumor > 2 cm"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","SEDANG 1","BPLD010088","Hecting Luka > 5 cm"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","SEDANG 1","BPLD010101","Eksisi Tatto < 5 cm"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","SEDANG 1","BPLD020023","Revisi Scar Sedang Lokal"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","BESAR 1","BPLD010003","Aff Fiksasi Interna 1 Sisi"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","BESAR 1","BPLD010006","Debridement Luka Bakar Sedang + Skin Graft"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","BESAR 1","BPLD010011","Eksisi Basalioma + Graft/ Flap"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","BESAR 1","BPLD010013","Eksisi Ginekomasti"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","BESAR 1","BPLD010014","Eksisi Hemangioma Kecil"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","BESAR 1","BPLD010015","Eksisi Hemangioma Sedang + Graft/ Flap"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","BESAR 1","BPLD010018","Eksisi Keloid + Graft/ Flap"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","BESAR 1","BPLD010019","Eksisi Keloid di Wajah"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","BESAR 1","BPLD010025","Eksisi Tumor Besar"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","BESAR 1","BPLD010028","Fiksasi Fraktur Dentoalveolar"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","BESAR 1","BPLD010033","Hecting Besar"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","BESAR 1","BPLD010035","Injeksi Sklerosing Agent atau Steroid Ringan - Sedang (Narkosis)"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","BESAR 1","BPLD010036","Injeksi Sklerosing Agent atau Steroid Besar (Narkosis)"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","BESAR 1","BPLD010039","Labioplasti"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","BESAR 1","BPLD010054","Pasang Arch Bar + IMW"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","BESAR 1","BPLD010060","Reposisi Tertutup Fraktur Os Nasal"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","BESAR 1","BPLD010065","Secondary Hecting Besar"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","BESAR 1","BPLD010071","Ganti Verban Sedang, Graft Sedang, Angkat Jahitan Simple"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","BESAR 1","BPLD010075","Debridement Luka/ Nekrotomi Sedang"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","BESAR 1","BPLD010076","Eksisi Hemangioma < 2 cm"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","BESAR 1","BPLD010084","Debridement Luka/ Nekrotomi Besar"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","BESAR 1","BPLD010086","Eksisi Keloid/ Hipertrofik Scar Area Khusus"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","BESAR 1","BPLD010130","Perbaikan Luka pada Area Khusus (Wajah)"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","BESAR 1","BPLD010134","Eksisi Tumor Jinak Multiple"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","BESAR 1","BPLD010135","Eksisi Polydactyli Kompleks"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","BESAR 1","BPLD020024","Revisi Scar Besar Lokal"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","BESAR 2","BPLD010034","Hecting Besar + Flap/ Graft"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","BESAR 2","BPLD010041","Operasi Hipospadia Tahap I"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","BESAR 2","BPLD010053","Palatoplasti Komplit"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","BESAR 2","BPLD010057","Release Kontraktur Sendi Kecil + Graft/ Flap"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","BESAR 2","BPLD010058","Release Kontraktur Sendi Besar + Graft/ Flap"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","BESAR 2","BPLD010066","Separasi Syndactyli"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","BESAR 2","BPLD010068","Skin Graft/ Flap Simple"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","BESAR 2","BPLD010069","Skin Graft/ Flap Kompleks"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","BESAR 2","BPLD010079","Ganti Verban Luas, Graft Luas, Angkat Jahitan Area Khusus"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","BESAR 2","BPLD010089","Hecting Luka Kompleks"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","BESAR 2","BPLD010091","Eksisi Hemangioma > 5 cm + Graft/ Flap"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","BESAR 2","BPLD010092","Eksisi Keloid/ Hipertrofik Scar + Graft/ Flap"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","BESAR 2","BPLD010093","Hecting Luka Kompleks + Flap/ Graft"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","BESAR 2","BPLD010104","Flap Forehead"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","BESAR 2","BPLD010108","Flap Propeller"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","BESAR 2","BPLD010120","Pengangkatan Implant Hidung/ Dagu"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","BESAR 2","BPLD010136","Bilateral Labioplasti"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","BESAR 2","BPLD010137","Bone Graft Celah Gusi"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","BESAR 2","BPLD010139","Eksisi Tumor Sedang + Flap"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","BESAR 2","BPLD010140","Eksisi Tumor Besar + Flap"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","BESAR 2","BPLD020011","Eksisi Tatto Ringan dengan Skin Graft"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","BESAR 2","BPLD020030","Palatoplasti"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","KHUSUS 1","BPLD010007","Debridement Luka Bakar Luas + Skin Graft"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","KHUSUS 1","BPLD010016","Eksisi Hemangioma Besar + Graft/ Flap"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","KHUSUS 1","BPLD010042","Operasi Hipospadia Tahap II"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","KHUSUS 1","BPLD010044","Operasi pada Pembuluh Limfe"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","KHUSUS 1","BPLD010045","Operasi Rekonstruksi Hidung"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","KHUSUS 1","BPLD010046","Operasi Rekonstruksi Palpebra"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","KHUSUS 1","BPLD010047","Operasi Rekonstruksi Telinga"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","KHUSUS 1","BPLD010062","Rinoplasti pada Sumbing"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","KHUSUS 1","BPLD010067","Buang Silikonoma 1 Area Lokal"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","KHUSUS 1","BPLD010094","ORIF Fraktur Mandibula"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","KHUSUS 1","BPLD010095","Skin Graft/ Flap Jauh"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","KHUSUS 1","BPLD010096","Skin Graft Luas atau Area Sulit/ Khusus"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","KHUSUS 1","BPLD010097","Augmentasi Cheek"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","KHUSUS 1","BPLD010098","Augmentasi Mentoplasti"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","KHUSUS 1","BPLD010099","Augmentasi Rinoplasti"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","KHUSUS 1","BPLD010100","Defek Jaringan luas Flap Advanced"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","KHUSUS 1","BPLD010102","Eksisi Tatto 5 - 10 cm"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","KHUSUS 1","BPLD010103","Eksisi Tatto Multiple uk > 15 cm"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","KHUSUS 1","BPLD010105","Flap Latisimus Dorsi"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","KHUSUS 1","BPLD010107","Flap Pectoralis Mayor"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","KHUSUS 1","BPLD010109","Flap Suralis"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","KHUSUS 1","BPLD010111","Labioplasti Sekunder (revisi)"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","KHUSUS 1","BPLD010124","Release Syndactyli > 2 Jari dengan Skin Graft"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","KHUSUS 1","BPLD010126","Reversed Radial"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","KHUSUS 1","BPLD010127","Silikonoma Multipel"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","KHUSUS 1","BPLD010131","Lymphedema/ Elephantiasis 1 Area pada Mea"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","KHUSUS 1","BPLD010132","One Stage pada Hipospadia Depan"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","KHUSUS 1","BPLD010138","Abdominal Flap"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","KHUSUS 1","BPLD020002","Augmentasi Dagu dengan Implant"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","KHUSUS 1","BPLD020003","Augmentasi Hidung dengan Implant"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","KHUSUS 1","BPLD020006","Blepharoplasty Atas/ Bawah"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","KHUSUS 1","BPLD020008","Buang Mucossa Buccal Fat"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","KHUSUS 1","BPLD020009","Eksisi Silikonoma"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","KHUSUS 1","BPLD020015","Eksisi Tatto Besar dengan Skin Graft"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","KHUSUS 1","BPLD020016","Brow Lift"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","KHUSUS 1","BPLD020018","Hymenoplasty"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","KHUSUS 1","BPLD020027","Vaginoplasti"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","KHUSUS 1","BPLD020029","Full Thickness Skin Graft"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","KHUSUS 1","BPLD020034","Fat Transfer"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","KHUSUS 2","BPLD010043","Operasi Hipospadia Tahap I + II"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","KHUSUS 2","BPLD010049","ORIF Fraktur Le Fort II - III"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","KHUSUS 2","BPLD010112","Liposuction Multipel"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","KHUSUS 2","BPLD010113","Mammaplasty Augmentasi"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","KHUSUS 2","BPLD010114","Mini Abdominoplasty (Tummy Tuck)"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","KHUSUS 2","BPLD010115","Mini Face Lifting"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","KHUSUS 2","BPLD010116","Neck Lifting"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","KHUSUS 2","BPLD010117","ORIF Fraktur Multiple Tulang Muka (Undispaced)"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","KHUSUS 2","BPLD010118","ORIF Panfacial Fracture + Trakeostomi"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","KHUSUS 2","BPLD010121","Reduksi Mammaplasty Simple"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","KHUSUS 2","BPLD010122","Reduksi Mammoplasti + Mastopexy + Augmentasi"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","KHUSUS 2","BPLD020001","Abdominoplasti"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","KHUSUS 2","BPLD020004","Augmentasi Hidung dengan Tulang Iga"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","KHUSUS 2","BPLD020005","Augmentasi Payudara"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","KHUSUS 2","BPLD020007","Brachioplasty"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","KHUSUS 2","BPLD020017","Face Lift"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","KHUSUS 2","BPLD020019","Liposuction 1 Area"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","KHUSUS 2","BPLD020020","Liposuction Abdominal"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","KHUSUS 2","BPLD020021","Perbaikan Areola Mammae 1 Buah"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","KHUSUS 2","BPLD020028","Face Lift Total"
"Mitra Keluarga Bekasi Timur","BEDAH PLASTIK","KHUSUS 2","BPLD020033","Reduksi Mamae"
"Mitra Keluarga Bekasi Timur","BEDAH VASKULER","KECIL","BDVD000005","Cabut CDL Semi - Permanen"
"Mitra Keluarga Bekasi Timur","BEDAH VASKULER","SEDANG 1","BDVD000004","A - V Shunt Radial (Brescia Cimino)"
"Mitra Keluarga Bekasi Timur","BEDAH VASKULER","SEDANG 1","BDVD000007","Deberidement dan Evakuasi Hematoma"
"Mitra Keluarga Bekasi Timur","BEDAH VASKULER","SEDANG 1","BDVD000008","Debridement dengan Ultrasound"
"Mitra Keluarga Bekasi Timur","BEDAH VASKULER","SEDANG 1","BDVD000032","Eksplorasi Vaskuler Ekstremitas tanpa Rekonstruksi"
"Mitra Keluarga Bekasi Timur","BEDAH VASKULER","SEDANG 1","BDVD000035","Flebektomi 1 Tungkai"
"Mitra Keluarga Bekasi Timur","BEDAH VASKULER","SEDANG 1","BDVD000038","Insisi Drainase Abses"
"Mitra Keluarga Bekasi Timur","BEDAH VASKULER","SEDANG 1","BDVD000048","Redebridement"
"Mitra Keluarga Bekasi Timur","BEDAH VASKULER","SEDANG 1","BDVD000072","Skleroterapi 1 Tungkai Kompleks"
"Mitra Keluarga Bekasi Timur","BEDAH VASKULER","SEDANG 1","BDVD000073","Skleroterapi 1 Tungkai Sederhana"
"Mitra Keluarga Bekasi Timur","BEDAH VASKULER","SEDANG 1","BDVD000092","Vena Seksi"
"Mitra Keluarga Bekasi Timur","BEDAH VASKULER","SEDANG 1","BDVD000093","Foam Skleroterapi USG Guided dengan Anestesi 1 Tungkai"
"Mitra Keluarga Bekasi Timur","BEDAH VASKULER","BESAR 1","BDVD000010","Debridement Angkat Graft Perifer"
"Mitra Keluarga Bekasi Timur","BEDAH VASKULER","BESAR 1","BDVD000013","Debridement dengan Amputasi Kaki/ Tungkai"
"Mitra Keluarga Bekasi Timur","BEDAH VASKULER","BESAR 1","BDVD000016","Debridement Sederhana"
"Mitra Keluarga Bekasi Timur","BEDAH VASKULER","BESAR 1","BDVD000017","Eksisi Ligasi Pseudoaneurisma Kompleks"
"Mitra Keluarga Bekasi Timur","BEDAH VASKULER","BESAR 1","BDVD000020","Eksisi Luas dan Rekonstruksi Malformasi Vaskuler"
"Mitra Keluarga Bekasi Timur","BEDAH VASKULER","BESAR 1","BDVD000034","Fasciotomi Dekompresi"
"Mitra Keluarga Bekasi Timur","BEDAH VASKULER","BESAR 1","BDVD000036","Flebektomi 2 Tungkai"
"Mitra Keluarga Bekasi Timur","BEDAH VASKULER","BESAR 1","BDVD000037","Foam Skleroterapi USG Guided dan dengan Anestesi 2 Tungkai"
"Mitra Keluarga Bekasi Timur","BEDAH VASKULER","BESAR 1","BDVD000039","Join Operasi/ Pendampingan Opersi Khusus Divisi Lain tanpa Rekonstruksi Vaskuler"
"Mitra Keluarga Bekasi Timur","BEDAH VASKULER","BESAR 1","BDVD000045","Pasang CDL Semi Permanen"
"Mitra Keluarga Bekasi Timur","BEDAH VASKULER","BESAR 1","BDVD000067","Second Look Laparotomi Pasca tanpa Rekonstruksi"
"Mitra Keluarga Bekasi Timur","BEDAH VASKULER","BESAR 1","BDVD000070","Skin Laser Varises 1 Tungkai"
"Mitra Keluarga Bekasi Timur","BEDAH VASKULER","BESAR 1","BDVD000075","Skleroterapi 2 Tungkai Sederhana"
"Mitra Keluarga Bekasi Timur","BEDAH VASKULER","BESAR 1","BDVD000083","Stripping Varises 1 Tungkai Kompleks (Flebektomi/ Debridement Ulkus Vena)"
"Mitra Keluarga Bekasi Timur","BEDAH VASKULER","BESAR 1","BDVD000095","Ligasi Cabang Draining Vein"
"Mitra Keluarga Bekasi Timur","BEDAH VASKULER","BESAR 1","BDVD000106","Aff Kemoport/ Port a Cath"
"Mitra Keluarga Bekasi Timur","BEDAH VASKULER","BESAR 2","BDVD000002","A - V Shunt Cubiti"
"Mitra Keluarga Bekasi Timur","BEDAH VASKULER","BESAR 2","BDVD000015","Debridement Kompleks"
"Mitra Keluarga Bekasi Timur","BEDAH VASKULER","BESAR 2","BDVD000030","Eksplorasi Vaskular Intra - Abdomen tanpa Rekonstruksi"
"Mitra Keluarga Bekasi Timur","BEDAH VASKULER","BESAR 2","BDVD000031","Eksplorasi Vaskular Leher tanpa Rekonstruksi"
"Mitra Keluarga Bekasi Timur","BEDAH VASKULER","BESAR 2","BDVD000044","Lumbal Simpatektomi Unilateral"
"Mitra Keluarga Bekasi Timur","BEDAH VASKULER","BESAR 2","BDVD000047","Pasang Implant - Able Akses Port (Celsite)"
"Mitra Keluarga Bekasi Timur","BEDAH VASKULER","BESAR 2","BDVD000059","Rekonstruksi Komplikasi Pseudoaneurisma dengan Graft"
"Mitra Keluarga Bekasi Timur","BEDAH VASKULER","BESAR 2","BDVD000074","Skleroterapi 2 Tungkai Kompleks"
"Mitra Keluarga Bekasi Timur","BEDAH VASKULER","BESAR 2","BDVD000090","Trombektomi 1 Ekstremitas dengan Debridement dan Fasciotomi"
"Mitra Keluarga Bekasi Timur","BEDAH VASKULER","BESAR 2","BDVD000091","Trombektomi 2 Ekstremitas"
"Mitra Keluarga Bekasi Timur","BEDAH VASKULER","BESAR 2","BDVD000097","Endovenous Laser Treatment (EVLT) 1 Ekstremitas"
"Mitra Keluarga Bekasi Timur","BEDAH VASKULER","BESAR 2","BDVD000102","Venografi Diagnostik"
"Mitra Keluarga Bekasi Timur","BEDAH VASKULER","BESAR 2","BDVD000117","Ligasi A-V Shunt"
"Mitra Keluarga Bekasi Timur","BEDAH VASKULER","BESAR 2","BDVD000118","Pasang CDL Tunnel dengan Venografi"
"Mitra Keluarga Bekasi Timur","BEDAH VASKULER","BESAR 2","BDVD000121","Skin Laser Kompleks"
"Mitra Keluarga Bekasi Timur","BEDAH VASKULER","KHUSUS 1","BDVD000001","Amputasi Mayor Kaki Diabetik atau Kasus Vaskular"
"Mitra Keluarga Bekasi Timur","BEDAH VASKULER","KHUSUS 1","BDVD000003","A - V Shunt dengan Graft Vena/ Sintetis"
"Mitra Keluarga Bekasi Timur","BEDAH VASKULER","KHUSUS 1","BDVD000011","Debridement dan Tutup Defek"
"Mitra Keluarga Bekasi Timur","BEDAH VASKULER","KHUSUS 1","BDVD000019","Eksisi Limfadema"
"Mitra Keluarga Bekasi Timur","BEDAH VASKULER","KHUSUS 1","BDVD000021","Eksisi Luas dan Rekonstruksi Malformasi Vaskuler Kompleks (tanpa Graft)"
"Mitra Keluarga Bekasi Timur","BEDAH VASKULER","KHUSUS 1","BDVD000023","Eksplorasi dan Ligas Tinggi Vena Ovarica pada PCS"
"Mitra Keluarga Bekasi Timur","BEDAH VASKULER","KHUSUS 1","BDVD000043","Lumbal Simpatektomi Bilateral"
"Mitra Keluarga Bekasi Timur","BEDAH VASKULER","KHUSUS 1","BDVD000057","Rekonstruksi Komplikasi A - V Shunt (Pseudo - Aneurisma)"
"Mitra Keluarga Bekasi Timur","BEDAH VASKULER","KHUSUS 1","BDVD000060","Rekonstruksi Komplikasi Pseudoaneurisma Repair Primer"
"Mitra Keluarga Bekasi Timur","BEDAH VASKULER","KHUSUS 1","BDVD000078","Splenektomi EC Hipertensi Portal/ Lain"
"Mitra Keluarga Bekasi Timur","BEDAH VASKULER","KHUSUS 1","BDVD000081","Stripping Varises 1 Tungkai Sederhana"
"Mitra Keluarga Bekasi Timur","BEDAH VASKULER","KHUSUS 1","BDVD000089","Trombektomi 1 Ekstremitas"
"Mitra Keluarga Bekasi Timur","BEDAH VASKULER","KHUSUS 1","BDVD000098","Evlt dengan Multiple Flebektomi 1 Ekstremitas"
"Mitra Keluarga Bekasi Timur","BEDAH VASKULER","KHUSUS 1","BDVD000109","Eksplorasi dan atau Rekonstruksi Vaskuler Sederhana"
