"rumah_sakit","specialty","golongan","nama_layanan"
"Mitra Keluarga Grand Wisata","BEDAH MULUT","BESAR 1","Gingivektomi"
"Mitra Keluarga Grand Wisata","BEDAH MULUT","BESAR 1","Insisi Abses dan Drainase dengan Penyulit"
"Mitra Keluarga Grand Wisata","BEDAH MULUT","BESAR 1","Odontektomi 1 Gigi"
"Mitra Keluarga Grand Wisata","BEDAH MULUT","BESAR 1","Reposisi Fiksasi dengan Arch Bar"
"Mitra Keluarga Grand Wisata","BEDAH MULUT","BESAR 1","Debridement Fraktur Dentoalveolar 2 Rahang"
"Mitra Keluarga Grand Wisata","BEDAH MULUT","BESAR 1","Fraktur Reduksi Tertutup"
"Mitra Keluarga Grand Wisata","BEDAH MULUT","BESAR 1","Palatal Flap"
"Mitra Keluarga Grand Wisata","BEDAH MULUT","BESAR 1","Bone graft"
"Mitra Keluarga Grand Wisata","BEDAH MULUT","BESAR 2","Ekstraksi > 10 Gigi"
"Mitra Keluarga Grand Wisata","BEDAH MULUT","BESAR 2","Enukleasi Tumor Tulang"
"Mitra Keluarga Grand Wisata","BEDAH MULUT","BESAR 2","OAF (Oro-Antral Fistula) Closure"
"Mitra Keluarga Grand Wisata","BEDAH MULUT","BESAR 2","Odontektomi 2 gigi"
"Mitra Keluarga Grand Wisata","BEDAH MULUT","BESAR 2","Operasi Caldwell Luc"
"Mitra Keluarga Grand Wisata","BEDAH MULUT","BESAR 2","Replantasi Gigi"
"Mitra Keluarga Grand Wisata","BEDAH MULUT","BESAR 2","Sinus Lift Surgery"
"Mitra Keluarga Grand Wisata","BEDAH MULUT","BESAR 2","Ekstraksi Batu Kelenjar Liur"
"Mitra Keluarga Grand Wisata","BEDAH MULUT","BESAR 2","Enukleasi Kista Kompleks"
"Mitra Keluarga Grand Wisata","BEDAH MULUT","BESAR 2","Blok Reseksi Tumor Jinak"
"Mitra Keluarga Grand Wisata","BEDAH MULUT","BESAR 2","Kuretase Radikal Tumor Jinak"
"Mitra Keluarga Grand Wisata","BEDAH MULUT","BESAR 2","Enukleasi Kista Sedang"
"Mitra Keluarga Grand Wisata","BEDAH MULUT","BESAR 2","Reposisi Fiksasi dengan Mini Plate"
"Mitra Keluarga Grand Wisata","BEDAH MULUT","BESAR 2","Dental Implant"
"Mitra Keluarga Grand Wisata","BEDAH MULUT","BESAR 2","Malunion dan Non Union Fraktur"
"Mitra Keluarga Grand Wisata","BEDAH MULUT","BESAR 2","Odontektomi 3 gigi"
"Mitra Keluarga Grand Wisata","BEDAH MULUT","KHUSUS 1","Reseksi Mandibula"
"Mitra Keluarga Grand Wisata","BEDAH MULUT","KHUSUS 1","Fraktur Reduksi Terbuka"
"Mitra Keluarga Grand Wisata","BEDAH MULUT","KHUSUS 1","Odontektomi 3 - 4 atau Lebih Kasus Sulit"
"Mitra Keluarga Grand Wisata","BEDAH MULUT","KHUSUS 1","Insersi Implant > 2 Gigi/ Multiple Implant"
