"rumah_sakit","specialty","golongan","nama_layanan"
"Mitra Keluarga Grand Wisata","THT","KECIL","Aff Tampon Nasal (Narkose)"
"Mitra Keluarga Grand Wisata","THT","KECIL","Debridement + Hecting Daun Telinga"
"Mitra Keluarga Grand Wisata","THT","KECIL","Ekstraksi Serumen"
"Mitra Keluarga Grand Wisata","THT","KECIL","Miringotomi"
"Mitra Keluarga Grand Wisata","THT","KECIL","Pasang Tampon Bellocq"
"Mitra Keluarga Grand Wisata","THT","KECIL","Ganti Kanul Trakea"
"Mitra Keluarga Grand Wisata","THT","KECIL","Debridement"
"Mitra Keluarga Grand Wisata","THT","KECIL","Kauterisasi"
"Mitra Keluarga Grand Wisata","THT","KECIL","Repair Sutura Hidung/ Telinga/ Tenggorokan"
"Mitra Keluarga Grand Wisata","THT","KECIL","Aff Tampon Bellocq"
"Mitra Keluarga Grand Wisata","THT","KECIL","Irigasi Sinus Bilateral"
"Mitra Keluarga Grand Wisata","THT","KECIL","Kaustic Faring"
"Mitra Keluarga Grand Wisata","THT","KECIL","Pemasangan NGT via Endoskopi"
"Mitra Keluarga Grand Wisata","THT","KECIL","Aspirasi Pesudocyst dan Gips Telinga"
"Mitra Keluarga Grand Wisata","THT","KECIL","Ekstirpasi Pseudocyst"
"Mitra Keluarga Grand Wisata","THT","KECIL","Chemical Caustic Konka"
"Mitra Keluarga Grand Wisata","THT","KECIL","Chemical Caustic Faring"
"Mitra Keluarga Grand Wisata","THT","KECIL","Adenoidektomi"
"Mitra Keluarga Grand Wisata","THT","KECIL","Antrostomi (Sinus Maksilaris)"
"Mitra Keluarga Grand Wisata","THT","KECIL","Biopsi Tumor"
"Mitra Keluarga Grand Wisata","THT","KECIL","Biopsi Tumor Laring"
"Mitra Keluarga Grand Wisata","THT","KECIL","Biopsi Tumor Nasofaring"
"Mitra Keluarga Grand Wisata","THT","KECIL","Eksplorasi Nasofaring"
"Mitra Keluarga Grand Wisata","THT","KECIL","Ekstirpasi Ateroma Lobulus Telinga"
"Mitra Keluarga Grand Wisata","THT","KECIL","Ekstirpasi Kista Bronkialis"
"Mitra Keluarga Grand Wisata","THT","KECIL","Ekstirpasi Kista Sinus Paranasal"
"Mitra Keluarga Grand Wisata","THT","KECIL","Ekstirpasi Preaurikuler Fistel"
"Mitra Keluarga Grand Wisata","THT","KECIL","Ekstirpasi Tumor Daun Telinga"
"Mitra Keluarga Grand Wisata","THT","KECIL","Ekstraksi Benda Asing"
"Mitra Keluarga Grand Wisata","THT","KECIL","Ekstraksi Benda Asing Laringofaring"
"Mitra Keluarga Grand Wisata","THT","SEDANG 1","Ekstraksi Jaringan Granulasi"
"Mitra Keluarga Grand Wisata","THT","SEDANG 1","Insisi Abses Lobulus Telinga"
"Mitra Keluarga Grand Wisata","THT","SEDANG 1","Insisi Abses Septum"
"Mitra Keluarga Grand Wisata","THT","SEDANG 1","Insisi Abses Septum + Tampon"
"Mitra Keluarga Grand Wisata","THT","SEDANG 1","Irigasi Sinus/ DAWO"
"Mitra Keluarga Grand Wisata","THT","SEDANG 1","Laringoskopi Diagnostik"
"Mitra Keluarga Grand Wisata","THT","SEDANG 1","Pemasangan T - Tube"
"Mitra Keluarga Grand Wisata","THT","SEDANG 1","Pembukaan Lubang Hidung"
"Mitra Keluarga Grand Wisata","THT","SEDANG 1","Regional Flap"
"Mitra Keluarga Grand Wisata","THT","SEDANG 1","Septum Reseksi/ SMR"
"Mitra Keluarga Grand Wisata","THT","SEDANG 1","Tonsilektomi"
"Mitra Keluarga Grand Wisata","THT","SEDANG 1","Trakeoskopi"
"Mitra Keluarga Grand Wisata","THT","SEDANG 1","Turbinektomi/ Konkotomi"
"Mitra Keluarga Grand Wisata","THT","SEDANG 1","Insisi dan Drainase Abses Preaurikula"
"Mitra Keluarga Grand Wisata","THT","SEDANG 1","Mikrolaringoskopi"
"Mitra Keluarga Grand Wisata","THT","SEDANG 1","Evakuasi Darah dari Sinus Maksilaris"
"Mitra Keluarga Grand Wisata","THT","SEDANG 1","Uvuloplasti"
"Mitra Keluarga Grand Wisata","THT","SEDANG 1","Esofagoskopi"
"Mitra Keluarga Grand Wisata","THT","SEDANG 1","Re - Evaluasi Post Op Bleeding"
"Mitra Keluarga Grand Wisata","THT","SEDANG 1","Ekstirpasi Granuloma"
"Mitra Keluarga Grand Wisata","THT","SEDANG 1","Nasofaringoskopi Diagnostik"
"Mitra Keluarga Grand Wisata","THT","SEDANG 1","Ekstraksi Polip Multiple"
"Mitra Keluarga Grand Wisata","THT","SEDANG 1","Insisi dan Drainase Abses Retroaurikula"
"Mitra Keluarga Grand Wisata","THT","SEDANG 1","Ekstirpasi Atherom"
"Mitra Keluarga Grand Wisata","THT","SEDANG 1","Eksisi Tumor Jinak Sedang"
"Mitra Keluarga Grand Wisata","THT","SEDANG 1","Injeksi Intratimpani Unilateral"
"Mitra Keluarga Grand Wisata","THT","SEDANG 1","Eksisi Perikondritis"
"Mitra Keluarga Grand Wisata","THT","SEDANG 1","Pemasangan Pipa Shepard"
"Mitra Keluarga Grand Wisata","THT","SEDANG 1","Ekstraksi Cholesteatom Eksternal"
"Mitra Keluarga Grand Wisata","THT","SEDANG 1","Pasang Arch Bar"
"Mitra Keluarga Grand Wisata","THT","SEDANG 1","Ekstraksi Corpus Alineum"
"Mitra Keluarga Grand Wisata","THT","SEDANG 1","Aff Implant"
"Mitra Keluarga Grand Wisata","THT","SEDANG 1","Release Tongue-tie"
"Mitra Keluarga Grand Wisata","THT","SEDANG 1","Eksisi Kista Duktus Tiroglossus"
"Mitra Keluarga Grand Wisata","THT","SEDANG 1","Eksplorasi Asbes Parafaring"
"Mitra Keluarga Grand Wisata","THT","SEDANG 1","Eksplorasi Kista Tiroid"
"Mitra Keluarga Grand Wisata","THT","SEDANG 1","Eksplorasi Laring"
"Mitra Keluarga Grand Wisata","THT","SEDANG 1","Ekstirpasi Tumor Laring"
"Mitra Keluarga Grand Wisata","THT","SEDANG 1","Ekstirpasi Tumor Nasofaring"
"Mitra Keluarga Grand Wisata","THT","SEDANG 1","Ekstraksi Polip"
"Mitra Keluarga Grand Wisata","THT","SEDANG 1","Esofagoskopi Fleksibel"
"Mitra Keluarga Grand Wisata","THT","SEDANG 1","Ethmoidektomi (Intranasal)"
"Mitra Keluarga Grand Wisata","THT","SEDANG 1","Fronto Ethmoidektomi"
"Mitra Keluarga Grand Wisata","THT","SEDANG 1","Hemiglosektomi"
"Mitra Keluarga Grand Wisata","THT","SEDANG 1","Insisi Abses Peritonsil"
"Mitra Keluarga Grand Wisata","THT","SEDANG 1","Labioplasti"
"Mitra Keluarga Grand Wisata","THT","BESAR 1","Mastoidektomi Sederhana"
"Mitra Keluarga Grand Wisata","THT","BESAR 1","Operasi Caldwell - Luc"
"Mitra Keluarga Grand Wisata","THT","BESAR 1","Panendoskopi"
"Mitra Keluarga Grand Wisata","THT","BESAR 1","Pemasangan Grommet"
"Mitra Keluarga Grand Wisata","THT","BESAR 1","Reposisi Tertutup Fraktur Os Nasal"
"Mitra Keluarga Grand Wisata","THT","BESAR 1","Reposisi Fiksasi Interna dengan Arch Bar"
"Mitra Keluarga Grand Wisata","THT","BESAR 1","Tonsilektomi + Adenoidektomi"
"Mitra Keluarga Grand Wisata","THT","BESAR 1","Trakeostomi"
"Mitra Keluarga Grand Wisata","THT","BESAR 1","Faringeal Flap"
"Mitra Keluarga Grand Wisata","THT","BESAR 1","Fore Head Flap"
"Mitra Keluarga Grand Wisata","THT","BESAR 1","Myocutaneus Flap (Pectoralis Mayor)"
"Mitra Keluarga Grand Wisata","THT","BESAR 1","Neurektomi Syaraf Vidian"
"Mitra Keluarga Grand Wisata","THT","BESAR 1","Meningotomi/ Paracentesa"
"Mitra Keluarga Grand Wisata","THT","BESAR 1","Debridement Sinus Maxilaris"
"Mitra Keluarga Grand Wisata","THT","BESAR 1","Insisi Papiloma di Lidah"
"Mitra Keluarga Grand Wisata","THT","BESAR 1","Flexible Endoscopic Evaluation of Swallowing"
"Mitra Keluarga Grand Wisata","THT","BESAR 1","Konkoplasty"
"Mitra Keluarga Grand Wisata","THT","BESAR 1","Konkotomi Bilateral"
"Mitra Keluarga Grand Wisata","THT","BESAR 1","Reduksi Konka dengan RF"
"Mitra Keluarga Grand Wisata","THT","BESAR 1","Revisi Sinekia Hidung"
"Mitra Keluarga Grand Wisata","THT","BESAR 1","Insisi Abses Parafaring"
"Mitra Keluarga Grand Wisata","THT","BESAR 1","Ekstirpasi Tumor Submandibula"
"Mitra Keluarga Grand Wisata","THT","BESAR 1","Eksisi Tiroid Lingual"
"Mitra Keluarga Grand Wisata","THT","BESAR 1","Eustachian Tube Balooning"
"Mitra Keluarga Grand Wisata","THT","BESAR 1","Ear Toilet dengan Sedasi"
"Mitra Keluarga Grand Wisata","THT","BESAR 1","Insisis dan Drainase Abses"
"Mitra Keluarga Grand Wisata","THT","BESAR 1","Adenoidektomi dengan Endoskopi"
"Mitra Keluarga Grand Wisata","THT","BESAR 1","Dacriosistorinostomi Endoskopi"
"Mitra Keluarga Grand Wisata","THT","BESAR 1","FESS Unilateral"
"Mitra Keluarga Grand Wisata","THT","BESAR 1","Glosektomi Total"
"Mitra Keluarga Grand Wisata","THT","BESAR 1","Mastoidektomi Radikal"
"Mitra Keluarga Grand Wisata","THT","BESAR 1","Miringoplasti"
"Mitra Keluarga Grand Wisata","THT","BESAR 1","Palatoplasti"
"Mitra Keluarga Grand Wisata","THT","BESAR 1","Rinoplasti"
"Mitra Keluarga Grand Wisata","THT","BESAR 1","Rinotomi Lateralis"
"Mitra Keluarga Grand Wisata","THT","BESAR 1","Septoplasti"
"Mitra Keluarga Grand Wisata","THT","BESAR 2","Stapedektomi"
"Mitra Keluarga Grand Wisata","THT","BESAR 2","Temporal Bone Resection"
"Mitra Keluarga Grand Wisata","THT","BESAR 2","Tonsilektomi + Adenoidektomi dengan Endoskopi"
"Mitra Keluarga Grand Wisata","THT","BESAR 2","Diseksi Leher"
"Mitra Keluarga Grand Wisata","THT","BESAR 2","Turbinoplasty"
"Mitra Keluarga Grand Wisata","THT","BESAR 2","Turbinektomi dengan Endoscopy"
"Mitra Keluarga Grand Wisata","THT","BESAR 2","Septoplasty dengan Endoscopy"
"Mitra Keluarga Grand Wisata","THT","BESAR 2","Canaloplasty"
"Mitra Keluarga Grand Wisata","THT","BESAR 2","Polipectomi dengan Endoscopy"
"Mitra Keluarga Grand Wisata","THT","BESAR 2","Ekstirpasi Preaurikular Fistel dengan Penyulit"
"Mitra Keluarga Grand Wisata","THT","BESAR 2","BSEF/ FESS lanjut Ekstirpasi Tumor, Penutupan Defek Intrakranial"
"Mitra Keluarga Grand Wisata","THT","BESAR 2","Eksisi Lesi Tiroid (Kista Tiroid)"
"Mitra Keluarga Grand Wisata","THT","BESAR 2","Ekstirpasi Angiofibroma"
"Mitra Keluarga Grand Wisata","THT","BESAR 2","Ethmoidektomi (PE)"
"Mitra Keluarga Grand Wisata","THT","BESAR 2","FESS Bilateral"
"Mitra Keluarga Grand Wisata","THT","BESAR 2","Laringektomi + RND"
"Mitra Keluarga Grand Wisata","THT","BESAR 2","Maksilektomi Parsial"
"Mitra Keluarga Grand Wisata","THT","KHUSUS 1","Timpanoplasti"
"Mitra Keluarga Grand Wisata","THT","KHUSUS 1","Tonsilektomi dengan Endoskopi"
"Mitra Keluarga Grand Wisata","THT","KHUSUS 1","UPPP (Uvulo Palatopharyngo Plasty)"
"Mitra Keluarga Grand Wisata","THT","KHUSUS 1","Rekontruksi Hidung Telinga"
"Mitra Keluarga Grand Wisata","THT","KHUSUS 1","Laringektomi"
"Mitra Keluarga Grand Wisata","THT","KHUSUS 1","Tumor Parotis/ Parotiroidektomi"
"Mitra Keluarga Grand Wisata","THT","KHUSUS 1","Reposisi Fiksasi Interna dengan Mini Plate"
"Mitra Keluarga Grand Wisata","THT","KHUSUS 1","Rekonstruksi Telinga Luar"
"Mitra Keluarga Grand Wisata","THT","KHUSUS 1","Trakeostomi dengan Penyulit"
"Mitra Keluarga Grand Wisata","THT","KHUSUS 1","Tonsilektomi dengan Penyulit"
"Mitra Keluarga Grand Wisata","THT","KHUSUS 1","Rekonstruksi fraktur Maksila Le Fort II"
"Mitra Keluarga Grand Wisata","THT","KHUSUS 1","Rekonstruksi Fraktur Zygoma"
"Mitra Keluarga Grand Wisata","THT","KHUSUS 1","Rekonstruksi Fraktur Mandibula"
"Mitra Keluarga Grand Wisata","THT","KHUSUS 1","Rekonstruksi Fraktur Maksila Le Fort I"
"Mitra Keluarga Grand Wisata","THT","KHUSUS 2","Maksilektomi Total/ Radikal"
"Mitra Keluarga Grand Wisata","OBGYN","KECIL","Eksisi Biopsi Tumor Jinak Vulva"
"Mitra Keluarga Grand Wisata","OBGYN","KECIL","Hidrotubasi/ Kromotubasi"
"Mitra Keluarga Grand Wisata","OBGYN","KECIL","Operasi Kista Bartolini"
"Mitra Keluarga Grand Wisata","OBGYN","KECIL","Pasang Cervical Cerclage/ Shirodkard/ McDonalds"
"Mitra Keluarga Grand Wisata","OBGYN","KECIL","Tubektomi Intra SC"
"Mitra Keluarga Grand Wisata","OBGYN","KECIL","Repair Perineum + Eksisi Adhesi"
"Mitra Keluarga Grand Wisata","OBGYN","KECIL","Kuretase"
"Mitra Keluarga Grand Wisata","OBGYN","KECIL","Aff Cerclage"
"Mitra Keluarga Grand Wisata","OBGYN","KECIL","Re - Hecting Kecil"
"Mitra Keluarga Grand Wisata","OBGYN","KECIL","Re - Hecting Sedang"
"Mitra Keluarga Grand Wisata","OBGYN","KECIL","Biopsi Portio"
"Mitra Keluarga Grand Wisata","OBGYN","KECIL","Pasang Laminaria"
"Mitra Keluarga Grand Wisata","OBGYN","KECIL","Ekstirpasi Polip Serviks"
"Mitra Keluarga Grand Wisata","OBGYN","KECIL","Aff IUD dengan Anestesi"
"Mitra Keluarga Grand Wisata","OBGYN","KECIL","Eksisi Kista Bartolini"
"Mitra Keluarga Grand Wisata","OBGYN","KECIL","Extirpasi Tumor Jinak Vulva"
"Mitra Keluarga Grand Wisata","OBGYN","KECIL","Insisi Drainase Abses Bartolini"
"Mitra Keluarga Grand Wisata","OBGYN","KECIL","Ekstraksi dan Pasang IUD Bersama Operasi Lain"
"Mitra Keluarga Grand Wisata","OBGYN","KECIL","Hecting Ruptur Vagina"
"Mitra Keluarga Grand Wisata","OBGYN","KECIL","Repair Perineum Sedang"
"Mitra Keluarga Grand Wisata","OBGYN","KECIL","Ekstirpasi Kista Gardner"
"Mitra Keluarga Grand Wisata","OBGYN","KECIL","Kolposkopi"
"Mitra Keluarga Grand Wisata","OBGYN","KECIL","Kauterisasi"
"Mitra Keluarga Grand Wisata","OBGYN","KECIL","Adhesiolisis Perlekatan Ringan"
"Mitra Keluarga Grand Wisata","OBGYN","KECIL","Eksplorasi Robekan + Hecting"
"Mitra Keluarga Grand Wisata","OBGYN","KECIL","Ekstirpasi Mioma Geburt Kecil"
"Mitra Keluarga Grand Wisata","OBGYN","KECIL","Ekstirpasi Mioma Geburt Besar"
"Mitra Keluarga Grand Wisata","OBGYN","KECIL","Kolporafi Anterior/ Posterior"
"Mitra Keluarga Grand Wisata","OBGYN","KECIL","Konisasi Serviks"
"Mitra Keluarga Grand Wisata","OBGYN","KECIL","Laparoskopi Diagnostik"
"Mitra Keluarga Grand Wisata","OBGYN","KECIL","Laparoskopi Ovarian Drilling"
"Mitra Keluarga Grand Wisata","OBGYN","KECIL","Laparoskopi Tubektomi"
"Mitra Keluarga Grand Wisata","OBGYN","SEDANG 1","Kuretase Sisa Konsepsi"
"Mitra Keluarga Grand Wisata","OBGYN","SEDANG 1","Kuretase Mola"
"Mitra Keluarga Grand Wisata","OBGYN","SEDANG 1","Kuretase AUB/ Hiperplasia Endometrium"
"Mitra Keluarga Grand Wisata","OBGYN","SEDANG 1","Re - Hecting Besar"
"Mitra Keluarga Grand Wisata","OBGYN","SEDANG 1","Repair Robekan Forniks"
"Mitra Keluarga Grand Wisata","OBGYN","SEDANG 1","Debridement"
"Mitra Keluarga Grand Wisata","OBGYN","SEDANG 1","Explorasi Diagnostik dengan Narkose"
"Mitra Keluarga Grand Wisata","OBGYN","SEDANG 1","Kauterisasi Perineum"
"Mitra Keluarga Grand Wisata","OBGYN","SEDANG 1","Kuretase dengan Tindakan Operasi Lain"
"Mitra Keluarga Grand Wisata","OBGYN","SEDANG 1","Repair Fistel Simple"
"Mitra Keluarga Grand Wisata","OBGYN","SEDANG 1","Tubektomi Post Partum"
"Mitra Keluarga Grand Wisata","OBGYN","SEDANG 1","Kuretase dengan Penyulit"
"Mitra Keluarga Grand Wisata","OBGYN","SEDANG 1","Kauterisasi Kondiloma"
"Mitra Keluarga Grand Wisata","OBGYN","SEDANG 1","Kauterisasi Portio"
"Mitra Keluarga Grand Wisata","OBGYN","SEDANG 1","Repair Perineum Besar"
"Mitra Keluarga Grand Wisata","OBGYN","SEDANG 1","Douglas Punksi"
"Mitra Keluarga Grand Wisata","OBGYN","SEDANG 1","Eksisi Tumor Jinak/ Kista Vagina"
"Mitra Keluarga Grand Wisata","OBGYN","SEDANG 1","Adhesiolisis Perlengkatan Sedang"
"Mitra Keluarga Grand Wisata","OBGYN","SEDANG 1","Laparoskopi Adhesiolisis"
"Mitra Keluarga Grand Wisata","OBGYN","SEDANG 1","Omentektomi"
"Mitra Keluarga Grand Wisata","OBGYN","SEDANG 1","Histeroskopi Diagnostik"
"Mitra Keluarga Grand Wisata","OBGYN","SEDANG 1","Laparoskopi Kistektomi"
"Mitra Keluarga Grand Wisata","OBGYN","SEDANG 1","Laparoskopi Miomektomi"
"Mitra Keluarga Grand Wisata","OBGYN","SEDANG 1","Laparoskopi Ooforektomi"
"Mitra Keluarga Grand Wisata","OBGYN","SEDANG 1","Laparoskopi Punksi Kista"
"Mitra Keluarga Grand Wisata","OBGYN","SEDANG 1","Laparoskopi Salpingektomi"
"Mitra Keluarga Grand Wisata","OBGYN","SEDANG 1","Laparoskopi Salpingotomi"
"Mitra Keluarga Grand Wisata","OBGYN","SEDANG 1","Laparoskopi Translokasi IUD"
"Mitra Keluarga Grand Wisata","OBGYN","SEDANG 1","Laparotomi B - Lynch"
"Mitra Keluarga Grand Wisata","OBGYN","SEDANG 1","Laparotomi Diagnostik"
"Mitra Keluarga Grand Wisata","OBGYN","SEDANG 1","Laparotomi Kistektomi Unilateral"
"Mitra Keluarga Grand Wisata","OBGYN","SEDANG 1","Laparotomi Miomektomi Tunggal"
"Mitra Keluarga Grand Wisata","OBGYN","SEDANG 1","Laparotomi Ooforektomi Unilateral"
"Mitra Keluarga Grand Wisata","OBGYN","SEDANG 1","Laparotomi Purandare"
"Mitra Keluarga Grand Wisata","OBGYN","SEDANG 1","Laparotomi Salpingektomi"
"Mitra Keluarga Grand Wisata","OBGYN","SEDANG 1","Laparotomi Translokasi IUD"
"Mitra Keluarga Grand Wisata","OBGYN","BESAR 1","Ligasi Arteri Hipogastrica"
"Mitra Keluarga Grand Wisata","OBGYN","BESAR 1","Ligasi Arteri Uterina"
"Mitra Keluarga Grand Wisata","OBGYN","BESAR 1","Repair Fistula Simple"
"Mitra Keluarga Grand Wisata","OBGYN","BESAR 1","Tubektomi"
"Mitra Keluarga Grand Wisata","OBGYN","BESAR 1","Sectio Caesaria"
"Mitra Keluarga Grand Wisata","OBGYN","BESAR 1","Sectio Caesaria pada Bekas SC"
"Mitra Keluarga Grand Wisata","OBGYN","BESAR 1","Laparoskopi Operatif"
"Mitra Keluarga Grand Wisata","OBGYN","BESAR 1","Minilaparotomi (Polmeroy)"
"Mitra Keluarga Grand Wisata","OBGYN","BESAR 1","Laparoskopi Steril"
"Mitra Keluarga Grand Wisata","OBGYN","BESAR 1","Repair Tuba/ Tuboplasty"
"Mitra Keluarga Grand Wisata","OBGYN","BESAR 1","Vaginal Birth After Caesarean Section (VBAC)"
"Mitra Keluarga Grand Wisata","OBGYN","BESAR 1","Histerostomi"
"Mitra Keluarga Grand Wisata","OBGYN","BESAR 1","Adhesiolisis Perlengkatan Berat"
"Mitra Keluarga Grand Wisata","OBGYN","BESAR 1","Laparotomi Salpingostomi"
"Mitra Keluarga Grand Wisata","OBGYN","BESAR 1","Rehecting + Debridement"
"Mitra Keluarga Grand Wisata","OBGYN","BESAR 1","Laparoskopi Kistektomi Bilateral"
"Mitra Keluarga Grand Wisata","OBGYN","BESAR 1","Histeroskopi Operatif"
"Mitra Keluarga Grand Wisata","OBGYN","BESAR 2","Kolporafi Anterior + Posterior"
"Mitra Keluarga Grand Wisata","OBGYN","BESAR 2","Laparoskopi Kehamilan Ektopik"
"Mitra Keluarga Grand Wisata","OBGYN","BESAR 2","Laparotomi Histerektomi Subtotal/ Histerektomi Supravaginal (HSV)"
"Mitra Keluarga Grand Wisata","OBGYN","BESAR 2","Laparotomi KET"
"Mitra Keluarga Grand Wisata","OBGYN","BESAR 2","Laparotomi Kistektomi Bilateral"
"Mitra Keluarga Grand Wisata","OBGYN","BESAR 2","Laparotomi Miomektomi Multiple"
"Mitra Keluarga Grand Wisata","OBGYN","BESAR 2","Laparotomi Ooforektomi Bilateral"
"Mitra Keluarga Grand Wisata","OBGYN","BESAR 2","Laparotomi Reseksi Adenomiosis"
"Mitra Keluarga Grand Wisata","OBGYN","BESAR 2","Laparotomi Salpingo Ooforektomi Unilateral"
"Mitra Keluarga Grand Wisata","OBGYN","BESAR 2","Bekas Sectio Caesaria (BSC) + B-Lynch"
"Mitra Keluarga Grand Wisata","OBGYN","BESAR 2","Sectio Caesaria dengan Eracs"
"Mitra Keluarga Grand Wisata","OBGYN","BESAR 2","Sectio Caesaria dengan Obesitas Morbid"
"Mitra Keluarga Grand Wisata","OBGYN","BESAR 2","Repair Prolaps Uteri"
"Mitra Keluarga Grand Wisata","OBGYN","BESAR 2","Laparotomi Kistektomi Unilateral dengan Penyulit"
"Mitra Keluarga Grand Wisata","OBGYN","BESAR 2","Ovarektomi dengan Penyulit"
"Mitra Keluarga Grand Wisata","OBGYN","BESAR 2","Laparotomi KET dengan Penyulit"
"Mitra Keluarga Grand Wisata","OBGYN","BESAR 2","Sectio Caesaria dengan Penyulit"
"Mitra Keluarga Grand Wisata","OBGYN","BESAR 2","SCTPP dengan Steril"
"Mitra Keluarga Grand Wisata","OBGYN","BESAR 2","Biopsi Jaringan pada Laparotomi Diagnostik"
"Mitra Keluarga Grand Wisata","OBGYN","BESAR 2","Sectio Caesaria dengan Pendarahan Varises/ Placental Site"
"Mitra Keluarga Grand Wisata","OBGYN","BESAR 2","Laparotomi Histerektomi Subtotal dengan Penyulit"
"Mitra Keluarga Grand Wisata","OBGYN","BESAR 2","Laparotomi Miomektomi Tunggal dengan Penyulit"
"Mitra Keluarga Grand Wisata","OBGYN","BESAR 2","Laparotomi Salpingo Ooforektomi Unilateral dengan Penyulit"
"Mitra Keluarga Grand Wisata","OBGYN","BESAR 2","Repair Fistel Kompleks"
"Mitra Keluarga Grand Wisata","OBGYN","BESAR 2","SC + Reseksi Plasenta Akreta"
"Mitra Keluarga Grand Wisata","OBGYN","BESAR 2","Ekstirpasi Polip Endometrium"
"Mitra Keluarga Grand Wisata","OBGYN","BESAR 2","Laparoskopi Miomektomi Tunggal dengan Penyulit"
"Mitra Keluarga Grand Wisata","OBGYN","BESAR 2","Sectio Caesarea Transperitonealis Profunda (SCTP)"
"Mitra Keluarga Grand Wisata","OBGYN","BESAR 2","Hymenoplasty"
"Mitra Keluarga Grand Wisata","OBGYN","BESAR 2","Laparoskopi Miomektomi Multiple Besar"
"Mitra Keluarga Grand Wisata","OBGYN","BESAR 2","Laparoskopi Reseksi Adenomiosis"
"Mitra Keluarga Grand Wisata","OBGYN","BESAR 2","Laparotomi Histerektomi Total"
"Mitra Keluarga Grand Wisata","OBGYN","BESAR 2","Laparotomi Salpingo Ooforektomi Bilateral"
"Mitra Keluarga Grand Wisata","OBGYN","BESAR 2","Repair Fistula Vesiko Vagina"
"Mitra Keluarga Grand Wisata","OBGYN","BESAR 2","Sectio Caesaria (Gemeli)"
"Mitra Keluarga Grand Wisata","OBGYN","BESAR 2","SCTPP dengan Ooforektomi"
"Mitra Keluarga Grand Wisata","OBGYN","BESAR 2","SCTPP dengan Miomektomi"
"Mitra Keluarga Grand Wisata","OBGYN","BESAR 2","SCTPP dengan Histerektomi"
"Mitra Keluarga Grand Wisata","OBGYN","KHUSUS 1","SCTPP dengan Salpingo Ooforektomi"
"Mitra Keluarga Grand Wisata","OBGYN","KHUSUS 1","Sacro Spinosum Fixation (SSF)"
"Mitra Keluarga Grand Wisata","OBGYN","KHUSUS 1","Colpotomy"
"Mitra Keluarga Grand Wisata","OBGYN","KHUSUS 1","Amputasi Cervix/ Trakelektomi"
"Mitra Keluarga Grand Wisata","OBGYN","KHUSUS 1","Jahit B-Lynch"
"Mitra Keluarga Grand Wisata","OBGYN","KHUSUS 1","Kauterisasi Condyloma Acuminata Luas"
"Mitra Keluarga Grand Wisata","OBGYN","KHUSUS 1","Laparotomi Histerektomi Total + SOU/ SOB"
"Mitra Keluarga Grand Wisata","OBGYN","KHUSUS 1","Laparotomi Kistektomi Bilateral dengan Penyulit"
"Mitra Keluarga Grand Wisata","OBGYN","KHUSUS 1","Laparotomi Miomektomi Multiple dengan Penyulit"
"Mitra Keluarga Grand Wisata","OBGYN","KHUSUS 1","Laparotomi Salpingo Ooforektomi Bilateral dengan Penyulit"
"Mitra Keluarga Grand Wisata","OBGYN","KHUSUS 1","Management HPP"
"Mitra Keluarga Grand Wisata","OBGYN","KHUSUS 1","Laparotomi Histerektomi Total dengan Penyulit"
"Mitra Keluarga Grand Wisata","OBGYN","KHUSUS 1","SC + Reseksi Plasenta Akreta"
"Mitra Keluarga Grand Wisata","OBGYN","KHUSUS 1","Laparoskopi Histerektomi Total"
"Mitra Keluarga Grand Wisata","OBGYN","KHUSUS 1","Vaginal Histerektomi"
"Mitra Keluarga Grand Wisata","OBGYN","KHUSUS 1","Vaginoplasty"
"Mitra Keluarga Grand Wisata","OBGYN","KHUSUS 1","Histerektomi dengan Salpingo Ooforektomi"
"Mitra Keluarga Grand Wisata","OBGYN","KHUSUS 2","Labioplasty"
"Mitra Keluarga Grand Wisata","OBGYN","KHUSUS 2","Hymenorafi"
"Mitra Keluarga Grand Wisata","OBGYN","KHUSUS 2","Total Vaginal Histerektomi (TVH) + SOB"
"Mitra Keluarga Grand Wisata","OBGYN","KHUSUS 2","Loop Electrosurgical Excision Procedure (LEEP)"
"Mitra Keluarga Grand Wisata","OBGYN","KHUSUS 2","Himenektomi"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","KECIL","Angkat Jahitan"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","KECIL","Amputasi 1 Jari"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","KECIL","Disartikulasi 1 Jari"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","KECIL","Plasma Rich Protein (PRP) Injection"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","KECIL","Ekstraksi Kuku"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","KECIL","Pasang Gips"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","KECIL","Buka Gips"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","KECIL","Insisi Abses Kecil"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","KECIL","Repair Nail Bed Laceration 1 Jari"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","KECIL","Eksisi Clavus/ Nevus"
"Mitra Keluarga Grand Wisata","BEDAH ORTHOPEDI","KECIL","Tens Single (radius/ Ulna/ Maleolus)"
